2017-03-19 19:15:39.630272,('Connection broken: IncompleteRead(5472 bytes read)', IncompleteRead(5472 bytes read))
2017-03-19 19:15:58.251325,('Connection broken: IncompleteRead(0 bytes read)', IncompleteRead(0 bytes read))
2017-03-19 19:16:11.340300,('Connection broken: IncompleteRead(0 bytes read)', IncompleteRead(0 bytes read))
2017-03-19 19:16:54.268582,('Connection broken: IncompleteRead(476 bytes read)', IncompleteRead(476 bytes read))
2017-03-19 19:17:12.133597,('Connection broken: IncompleteRead(0 bytes read)', IncompleteRead(0 bytes read))
2017-03-19 19:17:58.094194,('Connection broken: IncompleteRead(1890 bytes read)', IncompleteRead(1890 bytes read))
2017-03-19 19:18:25.971452,('Connection broken: IncompleteRead(4506 bytes read)', IncompleteRead(4506 bytes read))
2017-03-19 19:18:46.254675,('Connection broken: IncompleteRead(0 bytes read)', IncompleteRead(0 bytes read))
2017-03-19 19:19:28.090891,('Connection broken: IncompleteRead(388 bytes read)', IncompleteRead(388 bytes read))
2017-03-19 19:19:55.427621,('Connection broken: IncompleteRead(0 bytes read)', IncompleteRead(0 bytes read))
2017-03-19 19:20:30.452093,('Connection broken: IncompleteRead(1069 bytes read)', IncompleteRead(1069 bytes read))
2017-03-19 19:21:23.229556,('Connection broken: IncompleteRead(4147 bytes read)', IncompleteRead(4147 bytes read))
2017-03-19 19:23:43.797701,('Connection broken: IncompleteRead(0 bytes read)', IncompleteRead(0 bytes read))
2017-03-19 19:24:05.924054,('Connection broken: IncompleteRead(0 bytes read)', IncompleteRead(0 bytes read))
2017-03-19 19:26:30.834977,('Connection broken: IncompleteRead(12068 bytes read)', IncompleteRead(12068 bytes read))
2017-03-19 19:26:47.815138,('Connection broken: IncompleteRead(8410 bytes read)', IncompleteRead(8410 bytes read))
2017-03-19 19:27:57.311066,('Connection broken: IncompleteRead(0 bytes read)', IncompleteRead(0 bytes read))
2017-03-19 19:29:53.198814,('Connection broken: IncompleteRead(0 bytes read)', IncompleteRead(0 bytes read))
2017-03-19 19:30:15.519522,('Connection broken: IncompleteRead(0 bytes read)', IncompleteRead(0 bytes read))
2017-03-19 19:30:36.205781,('Connection broken: IncompleteRead(8410 bytes read)', IncompleteRead(8410 bytes read))
2017-03-19 19:31:01.464055,('Connection broken: IncompleteRead(256 bytes read)', IncompleteRead(256 bytes read))
